"disease","menopause_timing_definition","health_outcome","metric_type","metric_value","ci_95","reference","date_published","n_of_included_studies","sample_size","geography","confounder_vars","authors","robis_categorical_risk","robis_quality_score"
"all","40-44 vs 50-54","All cause mortality (adjusted)","HR","1.09","1.00-1.18","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-54","All cause mortality (adjusted)","RR","1.21","1.03-1.41","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-54","Cardiovascular mortality (adjusted)","HR","1.02","0.95-1.10","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-54","Cardiovascular mortality (adjusted)","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs 50-52","All cause mortality (adjusted)","HR","1.08","1.01-1.16","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs 50-52","Cardiovascular mortality (adjusted)","HR","1.01","0.90-1.14","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs 50-52","All cause mortality (adjusted)","RR","1.08","0.77-1.51","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-52","All cause mortality (adjusted)","RR","1.05","1.01-1.09","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-52","All cause mortality (unadjusted)","HR","1.05","0.96-1.15","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","40-44 vs 50-52","All cause mortality (unadjusted)","RR","1.08","1.02-1.15","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=55","All cause mortality (adjusted)","HR","1.08","1.03-1.14","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=55","All cause mortality (unadjusted)","HR","1.12","1.05-1.19","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=55","All cause mortality (adjusted)","RR","1.05","1.01-1.08","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs >=55","Cardiovascular mortality (adjusted)","HR","1.01","0.95-1.09","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs >=51","All cause mortality (unadjusted)","HR","1.05","1.00-1.10","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs 50-54","All cause mortality (adjusted)","HR","1.08","1.01-1.16","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","45-49 vs 50-54","All cause mortality (unadjusted)","HR","1.09","1.00-1.18","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","<40 vs 50-54","All cause mortality","HR","1.10","1.01-1.21","https://doi.org/10.1155/2021/6636856","2021","16","321233","USA, Taiwan, Japan, Korea, Netherlands, China, Brazil, Norway","Age, hormone replacement therapy use, hypertension, BMI, social economic class, SBP, TC, HDL-C, history of DB, smoking, alcohol, marital status, study area, type of menopause, education, diabetes, pregnancy number, height, weight, ET, WHR, occupation, income, regular exercise, current smoking or alcohol, age at menarche, number of live births, age at first birth, self-cognitive health level, chronic disease, parity, oral contraceptive use, birth cohort, body mass index, high blood cholesterol, race, number of chronic diseases, medical conditions, behavioral characteristics, leisure PA, vegetarian status, dietary pattern, attained age, county, occupation, birth cohort, physical education, PE, reproductive factors, contraceptive use, lactation duration, unilateral oophorectomy","['Huan, Luyao', 'Deng, Xiangling', 'He, Mengyang', 'Chen, Shunhong', 'Niu, Wenquan']","Low","10"
"all","later vs. earlier","luminal A","RR","1.07","1.03-1.10","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","75","N/A","N/A","Age, age at diagnosis, race, ethnicity, menopausal status, family history of breast cancer, body mass index (BMI), waist:hip ratio (WHR), smoking, alcohol use, education, income, parity, age at first full-term pregnancy, number of live births, breastfeeding duration, oral contraceptive use, hormone replacement therapy (HRT) use, duration of HRT, regimen of HRT, first-degree relative with breast and/or ovarian cancer, infertility treatment, number of mammograms, type of surgery, type of chemotherapy, tumor size, outcome (OS), density BI-RADS, age at menopause, average duration of breastfeeding, BMI premenopausal, age at start of OC, time since last use, years since first use, joint OC exposure, nulliparous, parous women never breastfed, postmenopausal only, number of children breastfed, ave. number months breastfeeding per child, lactation suppressant use, parity and lactation, parity and age at first full-term pregnancy, use of estrogen, blood type, use of hand, in vitro fertilization, obesity, number of children, dura-tion of breastfeeding, smoking behavior, parity vs. no parity, number of live births, age at first live birth, breastfeeding (parous women), high parity and breastfeeding, OC use commenced prior 1975, spontaneous abortion, induced abortion, history of abortion, history of spontaneous abortion, breast density, tumor location, type of meno-pause, time since last use, age at FFTP, age at first pregnancy, use of hormonal contraceptive methods, number of pregnancies, estrogenic index, current MHT use vs. never, duration of HT use, premenopausal status, HRT duration in postmenopausal women, age at first full-term preg-nancy among parous women, breastfeeding among parous women, duration of endogenous estrogen exposure before first full-term preg-nancy, duration of total endogenous estrogen exposure, age at menarche per 2 yr increase, number of full-term births, age at first full-term birth per 5 yr increase, age at menopause per 5 yr increase, recency of birth yrs, breastfeeding months, Age at first birth, yrs, No. of FTB, recency of birth, breastfeeding, age at menarche, yrs, age at first full pregnancy, use of oral contraceptives, age of menarche, number of fullterm births, age at first full term birth, BMI in premenopausal, BMI in postmenopausal, parity by history of breastfeeding, parity (number of FTPs), duration of breastfeeding (months), parity by breast-feeding, age at most recent live birth, time since last live birth (years), parity< =2, parity< =3, patients with completed FTP, patients who had ever used HT, not a previous HT user, duration of pre-menopause (1 yr increase), duration of menopause (1 yr increase)","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","Unclear","10"
"all","later vs. earlier","luminal B","RR","1.06","1.03-1.08","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","75","N/A","N/A","Age, age at diagnosis, race, ethnicity, menopausal status, family history of breast cancer, body mass index (BMI), waist:hip ratio (WHR), smoking, alcohol use, education, income, parity, age at first full-term pregnancy, number of live births, breastfeeding duration, oral contraceptive use, hormone replacement therapy (HRT) use, duration of HRT, regimen of HRT, first-degree relative with breast and/or ovarian cancer, infertility treatment, number of mammograms, type of surgery, type of chemotherapy, tumor size, outcome (OS), density BI-RADS, age at menopause, average duration of breastfeeding, BMI premenopausal, age at start of OC, time since last use, years since first use, joint OC exposure, nulliparous, parous women never breastfed, postmenopausal only, number of children breastfed, ave. number months breastfeeding per child, lactation suppressant use, parity and lactation, parity and age at first full-term pregnancy, use of estrogen, blood type, use of hand, in vitro fertilization, obesity, number of children, dura-tion of breastfeeding, smoking behavior, parity vs. no parity, number of live births, age at first live birth, breastfeeding (parous women), high parity and breastfeeding, OC use commenced prior 1975, spontaneous abortion, induced abortion, history of abortion, history of spontaneous abortion, breast density, tumor location, type of meno-pause, time since last use, age at FFTP, age at first pregnancy, use of hormonal contraceptive methods, number of pregnancies, estrogenic index, current MHT use vs. never, duration of HT use, premenopausal status, HRT duration in postmenopausal women, age at first full-term preg-nancy among parous women, breastfeeding among parous women, duration of endogenous estrogen exposure before first full-term preg-nancy, duration of total endogenous estrogen exposure, age at menarche per 2 yr increase, number of full-term births, age at first full-term birth per 5 yr increase, age at menopause per 5 yr increase, recency of birth yrs, breastfeeding months, Age at first birth, yrs, No. of FTB, recency of birth, breastfeeding, age at menarche, yrs, age at first full pregnancy, use of oral contraceptives, age of menarche, number of fullterm births, age at first full term birth, BMI in premenopausal, BMI in postmenopausal, parity by history of breastfeeding, parity (number of FTPs), duration of breastfeeding (months), parity by breast-feeding, age at most recent live birth, time since last live birth (years), parity< =2, parity< =3, patients with completed FTP, patients who had ever used HT, not a previous HT user, duration of pre-menopause (1 yr increase), duration of menopause (1 yr increase)","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","Unclear","10"
"all","later vs. earlier","HER2-overexpressing","RR","1.13","1.04-1.23","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","75","N/A","N/A","Age, age at diagnosis, race, ethnicity, menopausal status, family history of breast cancer, body mass index (BMI), waist:hip ratio (WHR), smoking, alcohol use, education, income, parity, age at first full-term pregnancy, number of live births, breastfeeding duration, oral contraceptive use, hormone replacement therapy (HRT) use, duration of HRT, regimen of HRT, first-degree relative with breast and/or ovarian cancer, infertility treatment, number of mammograms, type of surgery, type of chemotherapy, tumor size, outcome (OS), density BI-RADS, age at menopause, average duration of breastfeeding, BMI premenopausal, age at start of OC, time since last use, years since first use, joint OC exposure, nulliparous, parous women never breastfed, postmenopausal only, number of children breastfed, ave. number months breastfeeding per child, lactation suppressant use, parity and lactation, parity and age at first full-term pregnancy, use of estrogen, blood type, use of hand, in vitro fertilization, obesity, number of children, dura-tion of breastfeeding, smoking behavior, parity vs. no parity, number of live births, age at first live birth, breastfeeding (parous women), high parity and breastfeeding, OC use commenced prior 1975, spontaneous abortion, induced abortion, history of abortion, history of spontaneous abortion, breast density, tumor location, type of meno-pause, time since last use, age at FFTP, age at first pregnancy, use of hormonal contraceptive methods, number of pregnancies, estrogenic index, current MHT use vs. never, duration of HT use, premenopausal status, HRT duration in postmenopausal women, age at first full-term preg-nancy among parous women, breastfeeding among parous women, duration of endogenous estrogen exposure before first full-term preg-nancy, duration of total endogenous estrogen exposure, age at menarche per 2 yr increase, number of full-term births, age at first full-term birth per 5 yr increase, age at menopause per 5 yr increase, recency of birth yrs, breastfeeding months, Age at first birth, yrs, No. of FTB, recency of birth, breastfeeding, age at menarche, yrs, age at first full pregnancy, use of oral contraceptives, age of menarche, number of fullterm births, age at first full term birth, BMI in premenopausal, BMI in postmenopausal, parity by history of breastfeeding, parity (number of FTPs), duration of breastfeeding (months), parity by breast-feeding, age at most recent live birth, time since last live birth (years), parity< =2, parity< =3, patients with completed FTP, patients who had ever used HT, not a previous HT user, duration of pre-menopause (1 yr increase), duration of menopause (1 yr increase)","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","Unclear","10"
"all","later vs. earlier","TNBC subtype","RR","1.02","0.94-1.11","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","75","N/A","N/A","Age, age at diagnosis, race, ethnicity, menopausal status, family history of breast cancer, body mass index (BMI), waist:hip ratio (WHR), smoking, alcohol use, education, income, parity, age at first full-term pregnancy, number of live births, breastfeeding duration, oral contraceptive use, hormone replacement therapy (HRT) use, duration of HRT, regimen of HRT, first-degree relative with breast and/or ovarian cancer, infertility treatment, number of mammograms, type of surgery, type of chemotherapy, tumor size, outcome (OS), density BI-RADS, age at menopause, average duration of breastfeeding, BMI premenopausal, age at start of OC, time since last use, years since first use, joint OC exposure, nulliparous, parous women never breastfed, postmenopausal only, number of children breastfed, ave. number months breastfeeding per child, lactation suppressant use, parity and lactation, parity and age at first full-term pregnancy, use of estrogen, blood type, use of hand, in vitro fertilization, obesity, number of children, dura-tion of breastfeeding, smoking behavior, parity vs. no parity, number of live births, age at first live birth, breastfeeding (parous women), high parity and breastfeeding, OC use commenced prior 1975, spontaneous abortion, induced abortion, history of abortion, history of spontaneous abortion, breast density, tumor location, type of meno-pause, time since last use, age at FFTP, age at first pregnancy, use of hormonal contraceptive methods, number of pregnancies, estrogenic index, current MHT use vs. never, duration of HT use, premenopausal status, HRT duration in postmenopausal women, age at first full-term preg-nancy among parous women, breastfeeding among parous women, duration of endogenous estrogen exposure before first full-term preg-nancy, duration of total endogenous estrogen exposure, age at menarche per 2 yr increase, number of full-term births, age at first full-term birth per 5 yr increase, age at menopause per 5 yr increase, recency of birth yrs, breastfeeding months, Age at first birth, yrs, No. of FTB, recency of birth, breastfeeding, age at menarche, yrs, age at first full pregnancy, use of oral contraceptives, age of menarche, number of fullterm births, age at first full term birth, BMI in premenopausal, BMI in postmenopausal, parity by history of breastfeeding, parity (number of FTPs), duration of breastfeeding (months), parity by breast-feeding, age at most recent live birth, time since last live birth (years), parity< =2, parity< =3, patients with completed FTP, patients who had ever used HT, not a previous HT user, duration of pre-menopause (1 yr increase), duration of menopause (1 yr increase)","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","Unclear","10"
"all","postmenopausal vs premenopausal","Breast Cancer (adjusted)","OR","1.28","1.04-1.58","https://doi.org/10.1186/1756-9966-29-101","2010-Jul-21","16","24612","N/A","N/A","['Jiang, Yiwei', 'Zhou, Liheng', 'Yan, Tingting', 'Shen, Zhenzhou', 'Shao, Zhimin', 'Lu, Jinsong']","High","3"
"all","premenopausal vs postmenopausal","Breast Cancer (adjusted)","OR","1.06","0.88-1.27","https://doi.org/10.1186/1756-9966-29-101","2010-Jul-21","16","24612","N/A","N/A","['Jiang, Yiwei', 'Zhou, Liheng', 'Yan, Tingting', 'Shen, Zhenzhou', 'Shao, Zhimin', 'Lu, Jinsong']","High","3"
"all","all menopausal women","Breast Cancer (adjusted)","OR","1.19","1.03-1.36","https://doi.org/10.1186/1756-9966-29-101","2010-Jul-21","16","24612","N/A","N/A","['Jiang, Yiwei', 'Zhou, Liheng', 'Yan, Tingting', 'Shen, Zhenzhou', 'Shao, Zhimin', 'Lu, Jinsong']","High","3"
"all","postmenopausal vs premenopausal","Breast Cancer","OR","1.162","1.003-1.346","https://doi.org/10.1186/1746-1596-9-108","2014-Jun-03","18","22193","N/A","N/A","['Peng, Qiliu', 'Lu, Yu', 'Lao, Xianjun', 'Chen, Zhiping', 'Li, Ruolin', 'Sui, Jingzhe', 'Qin, Xue', 'Li, Shan']","High","3"
"all","<45 vs >=45","Coronary heart disease","RR","1.50","1.28-1.76","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","310329","N/A","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
